Nom.officiel.du.satellite;Organisation.de.pays.du.registre.de.l'ONU;Opérateur.propriétaire;Pays.de.l'opérateur.propriétaire;Utilisateurs;Objectif;Date.de.lancement;fournisseur;Pays.du.fournisseur;Site.de.lancement;Véhicule.de.lancement
Cosmos 2409;Russia;Ministry of Defense;Russia;Military;Communications;9/23/2004;NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP);Russia;Plesetsk Cosmodrome;Kosmos 3M
STSat-2C;South Korea;Korea Aerospace Research Institute (KARI);South Korea;Government;Technology Development;1/30/2013;Korea Advanced Institute of Science and Technology (KAIST);South Korea;Naro Space Center;Naro-1
STSat-3;South Korea;Korea Aerospace Research Institute (KARI);South Korea;Government;Technology Development;11/21/2013;Korea Advanced Institute of Science and Technology (KAIST);South Korea;Dombarovsky Air Base;Dnepr
USA 205;USA;Missile Defense Agency (MDA);USA;Military;Technology Development;5/5/2009;Northrop Grumman;USA;Vandenberg AFB;Delta 2
USA 208;USA;Missile Defense Agency (MDA);USA;Military;Technology Development;9/25/2009;Northrop Grumman;USA;Cape Canaveral;Delta 2
USA 209;USA;Missile Defense Agency (MDA);USA;Military;Technology Development;9/25/2009;Northrop Grumman;USA;Cape Canaveral;Delta 2
Superbird 7;Japan;Sky Perfect JSAT Corporation;Japan;Commercial;Communications;8/14/2008;Mitsubishi Electric Corporation;Japan;Guiana Space Center;Ariane 5 ECA
Superbird-B2;Japan;Sky Perfect JSAT Corporation;Japan;Commercial;Communications;2/18/2000;Boeing Satellite Systems;USA;Guiana Space Center;Ariane 44L
Suzaku;Japan;Japan Aerospace Exploration Agency (JAXA)/NASA;Japan/USA;Government;Space Science;7/10/2005;Japan Aerospace Exploration Agency (JAXA);Japan;Uchinoura Space Center;M5
Swayam;NR;College of Engineering, Pune;India;Civil;Technology Development;6/22/2016;College of Engineering, Pune;India;Satish Dhawan Space Center;PSLV XL
SWARM-A;ESA;European Space Agency (ESA);ESA;Government;Earth Observation;11/22/2013;Astrium;France;Plesetsk Cosmodrome;Rokot
SWARM-B;ESA;European Space Agency (ESA);ESA;Government;Earth Observation;11/22/2013;Astrium;France;Plesetsk Cosmodrome;Rokot
SWARM-C;ESA;European Space Agency (ESA);ESA;Government;Earth Observation;11/22/2013;Astrium;France;Plesetsk Cosmodrome;Rokot
Swift;USA;Goddard Space Flight Center/Penn State University;USA/United Kingdom/Italy;Government/Civil;Space Science;11/20/2004;Spectrum Astro (General Dynamics);USA;Cape Canaveral;Delta 7320
SwissCube;NR;Ecole Polytechnique FÃ©dÃ©rale de Lausanne (EPFL);Switzerland;Civil;Technology Development;9/23/2009;Ecole Polytechnique FÃ©dÃ©rale de Lausanne (EPFL);Switzerland;Satish Dhawan Space Center;PSLV
Syracuse 3A;France;Defense Ministry;France;Military;Communications;10/13/2005;Alcatel Alenia Space;France/Italy;Guiana Space Center;Ariane 5
Syracuse 3B;France;Defense Ministry;France;Military;Communications;8/11/2006;Alcatel Alenia Space;France/Italy;Guiana Space Center;Ariane 5
TacSat 4;USA;Naval Research Laboratory;USA;Military;Technology Development;9/27/2011;Naval Research Laboratory/Johns Hopkins University Applied Physics Laboratory;USA;Kodiak Launch Complex;Minotaur 4
TacSat 6;NR;Operational Responsive Space (ORS) Office;USA;Military;Technology Development;;Air Force Research Laboratory (AFRL);USA;Vandenberg AFB;Atlas 5
TanDEM-X;Germany;German Aerospace Center (DLR)/Astrium;Germany;Government;Earth Observation;6/21/2010;EADS Astrium;France/UK/Germany/Spain;Baikonur Cosmodrome;Dnepr
Tango;ESA;European Space Agency (and 250 international scientific investigators);ESA;Government;Space Science;8/9/2000;Dornier Systems (Astrium) and 35 subcontractors;International;Baikonur Cosmodrome;Soyuz
TDRS-10;USA;National Aeronautics and Space Administration (NASA);USA;Government;Communications;12/4/2002;Boeing Satellite Systems;USA;Cape Canaveral;Atlas 2A
TDRS-11;USA;National Aeronautics and Space Administration (NASA)/Goddard Space Flight Center;USA;Government;Communications;1/31/2013;Boeing Satellite Systems;USA;Cape Canaveral;Atlas 5
TDRS-12;USA;National Aeronautics and Space Administration (NASA);USA;Government;Communications;1/23/2014;Boeing Satellite Systems;USA;Cape Canaveral;Atlas 5
TDRS-3;USA;National Aeronautics and Space Administration (NASA);USA;Government;Communications;9/29/1988;TRW Defense and Space Systems Group;USA;Cape Canaveral;Space Shuttle (STS 26)
TDRS-5;USA;SES Americom (SES [SociÃ©tÃ© EuropÃ©enne des Satellites (SES)]);USA;Government/Commercial;Communications;8/2/1991;TRW Defense and Space Systems Group;USA;Cape Canaveral;Space Shuttle (STS 43)
TDRS-6;USA;NASA/SES Americom (SES [SociÃ©tÃ© EuropÃ©enne des Satellites (SES)]);USA;Government/Commercial;Communications;1/13/1993;TRW Defense and Space Systems Group;USA;Cape Canaveral;Space Shuttle (STS 54)
TDRS-7;USA;National Aeronautics and Space Administration (NASA);USA;Government;Communications;7/13/1995;TRW Defense and Space Systems Group;USA;Cape Canaveral;Space Shuttle (STS 70)
TDRS-8;USA;National Aeronautics and Space Administration (NASA);USA;Government;Communications;6/30/2000;Boeing Satellite Systems;USA;Cape Canaveral;Atlas 2A
TDRS-9;USA;National Aeronautics and Space Administration (NASA);USA;Government;Communications;3/8/2002;Boeing Satellite Systems;USA;Cape Canaveral;Atlas 2A
TechDemoSat-1;United Kingdom;Technology Strategy Board;United Kingdom;Government;Technology Development;7/8/2014;Surrey Satellite Technology Ltd. (SSTL);United Kingdom;Baikonur Cosmodrome;Soyuz-2.1b
TecSAR;NR;Defense Ministry;Israel;Military;Earth Observation;1/21/2008;Israel Aerospace Industries (IAI);Israel;Satish Dhawan Space Center;PSLV C10
TeLEOS 1;NR;AgilSpace;Singapore;Commercial;Earth Observation;12/16/2015;ST Electronics Ltd.;Singapore;Satish Dhawan Space Center;PSLV C29
Telkom 1;Indonesia;PT Telkomunikasi;Indonesia;Commercial;Communications;8/12/1999;Lockheed Martin Missiles and Space;USA;Guiana Space Center;Ariane 44P
Telkom 2;Indonesia;PT Telkomunikasi;Indonesia;Commercial;Communications;11/16/2005;Orbital Sciences Corp.;USA;Guiana Space Center;Ariane 5 ECA
Telstar 11N;NR;Telesat Canada Ltd. (BCE, Inc.);Canada;Commercial;Communications;2/26/2009;Space Systems/Loral;USA;Sea Launch (Odyssey);Zenit 3SLB
Telstar 12;USA;Eutelsat -- leased from Loral Skynet Satellite Services (Loral Global Alliance) ;Multinational;Commercial;Communications;10/19/1999;Space Systems/Loral;USA;Guiana Space Center;Ariane 44LP
Telstar 12V;NR;Telesatd Canada Ltd. (BCE, Inc.);Canada;Commercial;Communications;11/24/2015;Airbus Defense and Space;France/UK/Germany/Spain;Tanegashima Space Center;H-2A
Telstar 14R;Brazil;Telesat Canada Ltd. (BCE, Inc.);Canada;Commercial;Communications;5/20/2011;Space Systems/Loral;USA;Baikonur Cosmodrome;Proton
Telstar 18;NR;Loral Skynet Satellite Services (Loral Global Alliance)/APT Satellite Holdings Ltd.;Multinational;Commercial;Communications;6/29/2004;Space Systems/Loral;USA;Sea Launch (Odyssey);Zenit 3SL
TerraSAR X 1;Germany;German Aerospace Center (DLR)/Infoterra;Germany;Government/Commercial;Earth Observation;6/15/2007;EADS Astrium;France/UK/Germany/Spain;Baikonur Cosmodrome;Dnepr
TerraStar 1;USA;TerraStar Corporation;USA;Commercial;Communications;7/1/2009;Space Systems/Loral;USA;Guiana Space Center;Ariane 5 ECA
TET-1;Germany;German Aerospace Center;Germany;Commercial;Technology Development;7/22/2012;Kayser-Threde GmbH;Germany;Baikonur Cosmodrome;Soyuz-Fregat
Thaicom-4;NR;Thaicom Public Company Ltd. ;Thailand;Commercial;Communications;8/11/2005;Space Systems/Loral;USA;Guiana Space Center;Ariane 5G
Thaicom-5;NR;Thaicom Public Company Ltd. ;Thailand;Commercial;Communications;5/27/2006;Alcatel Alenia Space;France;Guiana Space Center;Ariane 5 ECA
Thaicom-6;NR;Thaicom Public Company Ltd. ;Thailand;Commercial;Communications;1/6/2014;Orbital Sciences Corp.;USA;Cape Canaveral;Falcon 9
Thaicom-8;NR;Thaicom Public Company Ltd. ;Thailand;Commercial;Communications;5/27/2016;Orbital ATK;USA;Cape Canaveral;Falcon 9
THEMIS A;USA;NASA/University of California, Berkeley (in partnership with Germany, France, Austria, Canada);Multinational;Government/Civil;Space Science;2/17/2007;Swales Aerospace;USA;Cape Canaveral;Delta 2
THEMIS D;USA;NASA/University of California, Berkeley (in partnership with Germany, France, Austria, Canada);Multinational;Government/Civil;Space Science;2/17/2007;Swales Aerospace;USA;Cape Canaveral;Delta 2
THEMIS E;USA;NASA/University of California, Berkeley (in partnership with Germany, France, Austria, Canada);Multinational;Government/Civil;Space Science;2/17/2007;Swales Aerospace;USA;Cape Canaveral;Delta 2
Theos;Thailand;Geo-Informatics and Space Technology Development Agency (GISTDA);Thailand;Government;Earth Observation;10/1/2008;EADS Astrium;France;Dombarovsky Air Base;Dnepr
Thor-3;Norway;Telenor Satellite Broadcasting;Norway;Commercial;Communications;6/10/1998;Boeing Satellite Systems;USA;Cape Canaveral;Delta 2
Thor-5 ;Norway;Telenor Satellite Broadcasting;Norway;Commercial;Communications;2/11/2008;Orbital Sciences Corp.;USA;Baikonur Cosmodrome;Proton M
Thor-6;Norway;Telenor Satellite Broadcasting;Norway;Commercial;Communications;10/29/2009;Thales Alenia Space;France/Italy;Guiana Space Center;Ariane 5
Thor-7;Norway;Telenor Satellite Broadcasting;Norway;Commercial;Communications;4/26/2015;Space Systems/Loral;USA;Guiana Space Center;Ariane 5
Thuraya 2;United Arab Emirates;Thuraya Satellite Communications;United Arab Emirates;Commercial;Communications;6/10/2003;Hughes Space and Communications Group;USA;Sea Launch (Odyssey);Zenit 3SL
Thuraya 3;United Arab Emirates;Thuraya Satellite Communications;United Arab Emirates;Commercial;Communications;1/15/2008;Boeing Satellite Systems;USA;Sea Launch (Odyssey);Zenit 3SL
Tiangong-1;China;   Beijing Aerospace Flight Control Center;China;Government;Technology Development;9/29/2011;Chinese Academy of Space Technology (CAST);China;Jiuquan Satellite Launch Center;Long March 2F
Tianhui 1-01;China;China Aerospace Science and Technology Corporation (CASTC);China;Government;Earth Observation;8/24/2010;DFHÂ SatelliteÂ Co.Â Ltd.;China;Jiuquan Satellite Launch Center;Long March 2D
Tianhui 1-02;China;China Aerospace Science and Technology Corporation (CASTC);China;Government;Earth Observation;5/6/2012;DFH Satellite Co. Ltd.;China;Jiuquan Satellite Launch Center;Long March 2D
Tianhui 1-03;NR;China Aerospace Science and Technology Corporation (CASTC);China;Government;Earth Observation;10/26/2015;DFH Satellite Co. Ltd.;China;Jiuquan Satellite Launch Center;Long March 2D
TianLian 1;China;Chinese Academy of Space Technology (CAST);China;Government;Communications;4/25/2008;Chinese Academy of Space Technology (CAST);China;Xichang Satellite Launch Center;Long March 3C
TianLian 2;China;Chinese Academy of Space Technology (CAST);China;Government;Communications;7/11/2011;Chinese Academy of Space Technology (CAST);China;Xichang Satellite Launch Center;Long March 3C
TianLian 3 ;China;Chinese Academy of Space Technology (CAST);China;Government;Communications;7/25/2012;Chinese Academy of Space Technology (CAST);China;Xichang Satellite Launch Center;Long March 3C
Tiantuo-2;NR;National University of Defense Technology;China;Government;Earth Observation/Communications;9/8/2014;National University of Defense Technology;China;Taiyuan Launch Center;Long March 4B
Tiantuo-3;NR;National University of Defense Technology;China;Government;Technology Development;9/19/2015;National University of Defense Technology;China;Taiyuan Launch Center;Long March 6
TW-1A;NR;Shanghai Engineering Center for Microsatellites;China;Civil;Technology Development;9/24/2015;Nanjing University of Aeronautics and Astronautics/Shanghai Engineering Center for Microsatellites;China;Jiuquan Satellite Launch Center;Long March 11
TW-1B;NR;Nanjing University of Aeronautics and Astronautics;China;Civil;Technology Development;9/24/2015;Nanjing University of Aeronautics and Astronautics/Shanghai Engineering Center for Microsatellites;China;Jiuquan Satellite Launch Center;Long March 11
TW-1C;NR;Nanjing University of Aeronautics and Astronautics;China;Civil;Technology Development;9/24/2015;Nanjing University of Aeronautics and Astronautics/Shanghai Engineering Center for Microsatellites;China;Jiuquan Satellite Launch Center;Long March 11
TIGRISat;Iraq;La Sapienza University of Rome;Iraq;Civil;Earth Observation;6/19/2014;La Sapienza University of Rome;Italy;Dombarovsky Air Base;Dnepr
TIMED;USA;NASA/Applied Physics Laboratory, Johns Hopkins;USA;Government/Civil;Space Science;12/7/2001;Applied Physics Laboratory, Johns Hopkins;USA;Vandenberg AFB;Delta 2
TISat-1;NR;Scuola Universitaria Professionale della Svizzera Italiana - Dipartimento Tecnologie Innovative ;Switzerland;Civil;Technology Development;7/12/2010;Scuola Universitaria Professionale della Svizzera Italiana - Dipartimento Tecnologie Innovative ;Switzerland;Satish Dhawan Space Center;PSLV
TJS-1;NR;Chinese Academy of Space Technology;China;Government;Technology Development;9/12/2015;Chinese Academy of Space Technology (CAST);China;Xichang Satellite Launch Center;Long March 3B
TKSat-1;Bolivia;Bolivia Aerospace Bureau;Bolivia;Government;Communications;12/20/2013;Chinese Academy of Space Technology (CAST);China;Xichang Satellite Launch Center;Long March 3B
USA 136;USA;National Reconnaissance Office (NRO)/USAF;USA;Military;Earth Observation;11/8/1997;Boeing Satellite Systems;USA;Cape Canaveral;Titan IVA
Cosmos 2428;Russia;Ministry of Defense;Russia;Military;Earth Observation;6/29/2007;KB Yuznoye;Ukraine;Baikonur Cosmodrome;Zenit 2M
TSUBAME;NR;Tokyo Institute of Technology, Tokyo University of Science and JAXA;Japan;Civil;Earth Observation;11/6/2014;Tokyo Institute of Technology, Tokyo University of Science and JAXA;Japan;Dombarovsky Air Base;Dnepr
TUGSat-1;Austria;Technical University of Graz;Austria;Civil;Technology Development;2/25/2013;University of Toronto Institute for Aerospace Studies (UTIAS);Canada;Satish Dhawan Space Center;PSLV
Turkmen Alem 52E/MonacoSAT;NR;Turkmenistan Ministry of Communications/SSI-Monaco;Turkmenistan/Monaco;Government/Commercial;Communications;4/27/2015;Thales Alenia Space;France/Italy;Cape Canaveral;Falcon 9
Turksat 3A;Turkey;Turksat;Turkey;Commercial;Communications;6/12/2008;Thales Alenia Space;France;Guiana Space Center;Ariane 5 ECA
Turksat 4A;NR;Turksat;Turkey;Commercial;Communications;2/14/2014;Mitsubishi Electric Corporation;Japan;Baikonur Cosmodrome;Proton
Turksat 4B;NR;Turksat;Turkey;Commercial;Communications;10/16/2015;Mitsubishi Electric Corporation;Japan;Baikonur Cosmodrome;Proton
USA 146;USA;US Navy;USA;Military;Communications;11/24/1999;Boeing Satellite Systems;USA;Cape Canaveral;Atlas 2
USA 174;USA;US Navy;USA;Military;Communications;12/18/2003;Boeing Satellite Systems;USA;Cape Canaveral;Atlas 3
USA 95;USA;US Navy;USA;Military;Communications;9/3/1993;Boeing Satellite Systems;USA;Cape Canaveral;Atlas 2
USA 108;USA;US Navy;USA;Military;Communications;1/29/1995;Boeing Satellite Systems;USA;Cape Canaveral;Atlas 2
USA 114;USA;US Navy;USA;Military;Communications;10/22/1995;Boeing Satellite Systems;USA;Cape Canaveral;Atlas 2
USA 127;USA;US Navy;USA;Military;Communications;7/25/1996;Boeing Satellite Systems;USA;Cape Canaveral;Atlas 2
USA 138;USA;US Navy;USA;Military;Communications;3/16/1998;Boeing Satellite Systems;USA;Cape Canaveral;Atlas 2
UK-DMC-2;United Kingdom;UK/DMC International Imaging (DMCII);United Kingdom;Government;Earth Observation;7/29/2009;Surrey Satellite Technology Ltd. (SSTL);United Kingdom;Baikonur Cosmodrome;Dnepr
Ukube-1;United Kingdom;UK Space Agency;United Kingdom;Government;Technology Development;7/8/2014;Clyde Space;United Kingdom;Baikonur Cosmodrome;Soyuz-2.1b
UNIFORM 1;Japan;Wakayama University (UNIFORM consortium);Japan;Civil;Earth Observation;5/24/2014;Wakayama University and other Japanese universities;Japan;Tanegashima Space Center;H-2A
UWE-3;Germany;University of WÃ¼rzburg;Germany;Civil;Communications;11/21/2013;University of WÃ¼rzburg;Germany;Dombarovsky Air Base;Dnepr
RBSP-A;USA;NASA/Johns Hopkins University Applied Physics Laboratory;USA;Government;Earth Observation;8/30/2012;Johns Hopkins University Applied Physics Laboratory;USA;Cape Canaveral;Atlas 5
RBSP-B;USA;NASA/Johns Hopkins University Applied Physics Laboratory;USA;Government;Earth Observation;8/30/2012;Johns Hopkins University Applied Physics Laboratory;USA;Cape Canaveral;Atlas 5
Velox 1;NR;Nanyang Technological University;Singapore;Civil;Technology Development;6/30/2014;Nanyang Technological University;Singapore;Satish Dhawan Space Center;PSLV-CA
Velox 2;NR;Nanyang Technological University;Singapore;Civil;Technology Development;12/16/2015;Nanyang Technological University;Singapore;Satish Dhawan Space Center;PSLV-C29
Velox C1;NR;Nanyang Technological University;Singapore;Civil;Technology Development;12/16/2015;Nanyang Technological University;Singapore;Satish Dhawan Space Center;PSLV-C29
VeneSat 1;Venezuela/China;Ministry of Science and Technology;Venezuela;Government;Communications;10/29/2008;China Academy of Space Technology (CAST);China;Xichang Satellite Launch Center;CZ-3B
Vesselsat-1;Luxembourg;ORBCOMM Inc.;USA;Commercial;Communications;10/12/2011;LuxSpace Sarl;Luxembourg;Satish Dhawan Space Center;PSLV
Vesselsat-2;Luxembourg;ORBCOMM Inc.;USA;Commercial;Communications;1/9/2012;LuxSpace Sarl;Luxembourg;Taiyuan Launch Center;Long March 4B
ViaSat-1;USA;ViaSat, Inc.;USA;Commercial;Communications;10/19/2011;Space Systems/Loral;USA;Baikonur Cosmodrome;Proton M
Vinasat 1;NR;Vietnamese Posts and Telecommunications Group (VNPT);Vietnam;Government;Communications;4/18/2008;Lockheed Martin Commercial Space Systems;USA;Guiana Space Center;Ariane 5 ECA
Vinasat 2;NR;Vietnamese Posts and Telecommunications Group (VNPT);Vietnam;Government;Communications;5/15/2012;Lockheed Martin Commercial Space Systems;USA;Guiana Space Center;Ariane 5 ECA
VNREDSat 1A;NR;Space Technology Institute-Vietnam Academy of Science and Technology (STI-VAST);Vietnam;Government;Earth Observation;5/7/2013;EADS Astrium;France;Guiana Space Center;Vega
